full_text,cleasing,case_folding,normalisasi,tokenize,filtering/stopword removal,label
@fy2403 @mitochondriyou @aniesbaswedan Tipikal pndukung 02 udh gk ad bhn psti nyebut politik identitas yang pelakunya bukan Pak Anies karena emg gak ada yg bisa didebat sih org isinya FAKTA semua capres &amp; cawapresmu jelek ,Tipikal pndukung 02 udh gk ad bhn psti nyebut politik identitas yang pelakunya bukan Pak Anies karena emg gak ada yg bisa didebat sih org isinya FAKTA semua capres amp cawapresmu jelek,tipikal pndukung 02 udh gk ad bhn psti nyebut politik identitas yang pelakunya bukan pak anies karena emg gak ada yg bisa didebat sih org isinya fakta semua capres amp cawapresmu jelek,tipikal pndukung 02 udh gk ad bhn psti nyebut politik identitas yang pelakunya bukan pak anies karena emg gak ada yang bisa didebat sih org isinya fakta semua capres amp cawapresmu jelek,"['tipikal', 'pndukung', '02', 'udh', 'gk', 'ad', 'bhn', 'psti', 'nyebut', 'politik', 'identitas', 'yang', 'pelakunya', 'bukan', 'pak', 'anies', 'karena', 'emg', 'gak', 'ada', 'yang', 'bisa', 'didebat', 'sih', 'org', 'isinya', 'fakta', 'semua', 'capres', 'amp', 'cawapresmu', 'jelek']","['tipikal', 'pndukung', '02', 'udh', 'gk', 'ad', 'bhn', 'psti', 'nyebut', 'politik', 'identitas', 'pelakunya', 'anies', 'emg', 'gak', 'didebat', 'sih', 'org', 'isinya', 'fakta', 'capres', 'amp', 'cawapresmu', 'jelek']",Negatif
@tilehopper Jd inger berita artikel soal anies sewaktu jd gubernur biasanya narsumnya itu kalo ga perwakilan dr pemda ya dprd yg kontra banget sama dia kebanyakan dprd pdi dan psi,Jd inger berita artikel soal anies sewaktu jd gubernur biasanya narsumnya itu kalo ga perwakilan dr pemda ya dprd yg kontra banget sama dia kebanyakan dprd pdi dan psi,jd inger berita artikel soal anies sewaktu jd gubernur biasanya narsumnya itu kalo ga perwakilan dr pemda ya dprd yg kontra banget sama dia kebanyakan dprd pdi dan psi,jadi inger berita artikel soal anies sewaktu jadi gubernur biasanya narsumnya itu kalau ga perwakilan dr pemda ya dprd yang kontra banget sama dia kebanyakan dprd pdi dan psi,"['jadi', 'inger', 'berita', 'artikel', 'soal', 'anies', 'sewaktu', 'jadi', 'gubernur', 'biasanya', 'narsumnya', 'itu', 'kalau', 'ga', 'perwakilan', 'dr', 'pemda', 'ya', 'dprd', 'yang', 'kontra', 'banget', 'sama', 'dia', 'kebanyakan', 'dprd', 'pdi', 'dan', 'psi']","['inger', 'berita', 'artikel', 'anies', 'gubernur', 'narsumnya', 'ga', 'perwakilan', 'dr', 'pemda', 'ya', 'dprd', 'kontra', 'banget', 'kebanyakan', 'dprd', 'pdi', 'psi']",Netral
@armmadilllo iya pak novel sepupu pak anies anak dari Salim Baswedan. Pak novel lebih muda 8 tahun dari pak anies.,iya pak novel sepupu pak anies anak dari Salim Baswedan Pak novel lebih muda 8 tahun dari pak anies,iya pak novel sepupu pak anies anak dari salim baswedan pak novel lebih muda 8 tahun dari pak anies,iya pak novel sepupu pak anies anak dari salim baswedan pak novel lebih muda 8 tahun dari pak anies,"['iya', 'pak', 'novel', 'sepupu', 'pak', 'anies', 'anak', 'dari', 'salim', 'baswedan', 'pak', 'novel', 'lebih', 'muda', '8', 'tahun', 'dari', 'pak', 'anies']","['iya', 'novel', 'sepupu', 'anies', 'anak', 'salim', 'baswedan', 'novel', 'muda', '8', 'anies']",Netral
@Fahrihamzah pak Anies kalah di putaran pertama? jelas pilih pak Ganjar dong ngapain pilih Prabowo https://t.co/Nz6ZRRI7AL,pak Anies kalah di putaran pertama jelas pilih pak Ganjar dong ngapain pilih Prabowo,pak anies kalah di putaran pertama jelas pilih pak ganjar dong ngapain pilih prabowo,pak anies kalah di putaran pertama jelas pilih pak   dong ngapain pilih prabowo,"['pak', 'anies', 'kalah', 'di', 'putaran', 'pertama', 'jelas', 'pilih', 'pak', 'dong', 'ngapain', 'pilih', 'prabowo']","['anies', 'kalah', 'putaran', 'pilih', 'ngapain', 'pilih', 'prabowo']",Netral
@YUT4NC7 @caramelove___ Emg bgtu kk mainan ny Pak anies yg pnya segudang pnghrgaan dr KPK aja ttp d blg cuma pororo yg nggak prnah d pnggil KPK Silahkan pelihara kegoblokanmu,Emg bgtu kk mainan ny Pak anies yg pnya segudang pnghrgaan dr KPK aja ttp d blg cuma pororo yg nggak prnah d pnggil KPK Silahkan pelihara kegoblokanmu,emg bgtu kk mainan ny pak anies yg pnya segudang pnghrgaan dr kpk aja ttp d blg cuma pororo yg nggak prnah d pnggil kpk silahkan pelihara kegoblokanmu,emg bgtu kk mainan ny pak anies yang pnya segudang pnghrgaan dr kpk aja ttp d blg cuma pororo yang nggak prnah d pnggil kpk silahkan pelihara kegoblokanmu,"['emg', 'bgtu', 'kk', 'mainan', 'ny', 'pak', 'anies', 'yang', 'pnya', 'segudang', 'pnghrgaan', 'dr', 'kpk', 'aja', 'ttp', 'd', 'blg', 'cuma', 'pororo', 'yang', 'nggak', 'prnah', 'd', 'pnggil', 'kpk', 'silahkan', 'pelihara', 'kegoblokanmu']","['emg', 'bgtu', 'kk', 'mainan', 'ny', 'anies', 'pnya', 'segudang', 'pnghrgaan', 'dr', 'kpk', 'aja', 'ttp', 'd', 'blg', 'pororo', 'nggak', 'prnah', 'd', 'pnggil', 'kpk', 'silahkan', 'pelihara', 'kegoblokanmu']",Positif
Kata w mah Yoel ini salah satu voters Anies paling niat. Baca threadnya bahkan ada yg promo Anies di gerejanya. Usaha w aja kagak gt2 amat wqwq. Masa w posting2 IG story udah kelar. Kalau lolos putaran 2 mau w repost yg ini tapi kalau onoh menang 1 putaran ya lillahitaala.,Kata w mah Yoel ini salah satu voters Anies paling niat Baca threadnya bahkan ada yg promo Anies di gerejanya Usaha w aja kagak gt2 amat wqwq Masa w posting2 IG story udah kelar Kalau lolos putaran 2 mau w repost yg ini tapi kalau onoh menang 1 putaran ya lillahitaala,kata w mah yoel ini salah satu voters anies paling niat baca threadnya bahkan ada yg promo anies di gerejanya usaha w aja kagak gt2 amat wqwq masa w posting2 ig story udah kelar kalau lolos putaran 2 mau w repost yg ini tapi kalau onoh menang 1 putaran ya lillahitaala,kata w mah yoel ini salah satu voters anies paling niat baca threadnya bahkan ada yang promo anies di gerejanya usaha w aja kagak gt2 amat wqwq masa w posting2 ig story udah kelar kalau lolos putaran 2 mau w repost yang ini tapi kalau onoh menang 1 putaran ya lillahitaala,"['kata', 'w', 'mah', 'yoel', 'ini', 'salah', 'satu', 'voters', 'anies', 'paling', 'niat', 'baca', 'threadnya', 'bahkan', 'ada', 'yang', 'promo', 'anies', 'di', 'gerejanya', 'usaha', 'w', 'aja', 'kagak', 'gt2', 'amat', 'wqwq', 'masa', 'w', 'posting2', 'ig', 'story', 'udah', 'kelar', 'kalau', 'lolos', 'putaran', '2', 'mau', 'w', 'repost', 'yang', 'ini', 'tapi', 'kalau', 'onoh', 'menang', '1', 'putaran', 'ya', 'lillahitaala']","['w', 'mah', 'yoel', 'salah', 'voters', 'anies', 'niat', 'baca', 'threadnya', 'promo', 'anies', 'gerejanya', 'usaha', 'w', 'aja', 'kagak', 'gt2', 'wqwq', 'w', 'posting2', 'ig', 'story', 'udah', 'kelar', 'lolos', 'putaran', '2', 'w', 'repost', 'onoh', 'menang', '1', 'putaran', 'ya', 'lillahitaala']",Positif
Di Masa Tenang Anies Bersilaturahmi dengan Aa Gym dan Jamaah Darut Tauhid https://t.co/IQWHyBwEzt,Di Masa Tenang Anies Bersilaturahmi dengan Aa Gym dan Jamaah Darut Tauhid,di masa tenang anies bersilaturahmi dengan aa gym dan jamaah darut tauhid,di masa tenang anies bersilaturahmi dengan aa gym dan jamaah darut tauhid,"['di', 'masa', 'tenang', 'anies', 'bersilaturahmi', 'dengan', 'aa', 'gym', 'dan', 'jamaah', 'darut', 'tauhid']","['tenang', 'anies', 'bersilaturahmi', 'aa', 'gym', 'jamaah', 'darut', 'tauhid']",Netral
@Fahrihamzah saya bakal Ganjar kalo di putaran pertama Anies kalah ga bakal dukung Prabowo https://t.co/Zh0fjP5aW5,saya bakal Ganjar kalo di putaran pertama Anies kalah ga bakal dukung Prabowo,saya bakal ganjar kalo di putaran pertama anies kalah ga bakal dukung prabowo,saya bakal   kalau di putaran pertama anies kalah ga bakal dukung prabowo,"['saya', 'bakal', 'kalau', 'di', 'putaran', 'pertama', 'anies', 'kalah', 'ga', 'bakal', 'dukung', 'prabowo']","['putaran', 'anies', 'kalah', 'ga', 'dukung', 'prabowo']",Netral
@fy2403 @mitochondriyou @aniesbaswedan Idih ngaca dong siapa yg bwa2 agama sok tau bnget blng Pak Anies politik identitas pdhl junjunganmu dalang dri semuanya. Pak Ahok aj dipenjara kn krna presidenmu itu 212 kn dalangnya juga capresmu mbak minimal NGACA. https://t.co/Qnt5rYqAN7,Idih ngaca dong siapa yg bwa2 agama sok tau bnget blng Pak Anies politik identitas pdhl junjunganmu dalang dri semuanya Pak Ahok aj dipenjara kn krna presidenmu itu 212 kn dalangnya juga capresmu mbak minimal NGACA,idih ngaca dong siapa yg bwa2 agama sok tau bnget blng pak anies politik identitas pdhl junjunganmu dalang dri semuanya pak ahok aj dipenjara kn krna presidenmu itu 212 kn dalangnya juga capresmu mbak minimal ngaca,idih ngaca dong siapa yang bwa2 agama sok tau bnget blng pak anies politik identitas pdhl junjunganmu dalang dri semuanya pak ahok aja dipenjara kn krna presidenmu itu 212 kn dalangnya juga capresmu mbak minimal ngaca,"['idih', 'ngaca', 'dong', 'siapa', 'yang', 'bwa2', 'agama', 'sok', 'tau', 'bnget', 'blng', 'pak', 'anies', 'politik', 'identitas', 'pdhl', 'junjunganmu', 'dalang', 'dri', 'semuanya', 'pak', 'ahok', 'aja', 'dipenjara', 'kn', 'krna', 'presidenmu', 'itu', '212', 'kn', 'dalangnya', 'juga', 'capresmu', 'mbak', 'minimal', 'ngaca']","['idih', 'ngaca', 'bwa2', 'agama', 'sok', 'tau', 'bnget', 'blng', 'anies', 'politik', 'identitas', 'pdhl', 'junjunganmu', 'dalang', 'dri', 'ahok', 'aja', 'dipenjara', 'kn', 'krna', 'presidenmu', '212', 'kn', 'dalangnya', 'capresmu', 'mbak', 'minimal', 'ngaca']",Negatif
kampanye pas hari tenang kok bangga masih tidak berpaling dari politik identitas si Anies,kampanye pas hari tenang kok bangga masih tidak berpaling dari politik identitas si Anies,kampanye pas hari tenang kok bangga masih tidak berpaling dari politik identitas si anies,kampanye pas hari tenang kok bangga masih tidak berpaling dari politik identitas si anies,"['kampanye', 'pas', 'hari', 'tenang', 'kok', 'bangga', 'masih', 'tidak', 'berpaling', 'dari', 'politik', 'identitas', 'si', 'anies']","['kampanye', 'pas', 'tenang', 'bangga', 'berpaling', 'politik', 'identitas', 'si', 'anies']",Negatif
@dcbqayfrebhojqj @Noceuvs WAKAKAKAK bjirrr bleh asal suara km gx spt abah anies,WAKAKAKAK bjirrr bleh asal suara km gx spt abah anies,wakakakak bjirrr bleh asal suara km gx spt abah anies,wakakakak bjirrr bleh asal suara km gx seperti abah anies,"['wakakakak', 'bjirrr', 'bleh', 'asal', 'suara', 'km', 'gx', 'seperti', 'abah', 'anies']","['wakakakak', 'bjirrr', 'bleh', 'suara', 'km', 'gx', 'abah', 'anies']",Negatif
@tekodel7 @PartaiSocmed Silahkan diliat siapa bertemu siapa siapa melobi siapa sebelahnya anies itu siapa? https://t.co/McGp81tN1l,Silahkan diliat siapa bertemu siapa siapa melobi siapa sebelahnya anies itu siapa,silahkan diliat siapa bertemu siapa siapa melobi siapa sebelahnya anies itu siapa,silahkan diliat siapa bertemu siapa siapa melobi siapa sebelahnya anies itu siapa,"['silahkan', 'diliat', 'siapa', 'bertemu', 'siapa', 'siapa', 'melobi', 'siapa', 'sebelahnya', 'anies', 'itu', 'siapa']","['silahkan', 'diliat', 'bertemu', 'melobi', 'sebelahnya', 'anies']",Netral
@Satria93602 @opposite6892 Lucu di sulut ajh kampanyenya anies udah kayak psyandu sok tau lu dekGw org slut hampr ngakak sma survey dungu lu,Lucu di sulut ajh kampanyenya anies udah kayak psyandu sok tau lu dekGw org slut hampr ngakak sma survey dungu lu,lucu di sulut ajh kampanyenya anies udah kayak psyandu sok tau lu dekgw org slut hampr ngakak sma survey dungu lu,lucu di sulut ajh kampanyenya anies udah kayak psyandu sok tau lu dekgw org slut hampr ngakak sma survey dungu lu,"['lucu', 'di', 'sulut', 'ajh', 'kampanyenya', 'anies', 'udah', 'kayak', 'psyandu', 'sok', 'tau', 'lu', 'dekgw', 'org', 'slut', 'hampr', 'ngakak', 'sma', 'survey', 'dungu', 'lu']","['lucu', 'sulut', 'ajh', 'kampanyenya', 'anies', 'udah', 'kayak', 'psyandu', 'sok', 'tau', 'lu', 'dekgw', 'org', 'slut', 'hampr', 'ngakak', 'sma', 'survey', 'dungu', 'lu']",Negatif
@AraituLaki Mungkin masih kemakan halusinasi klo Anies jd Gubernur karena Prabroro. Dasar Kampret palsu.,Mungkin masih kemakan halusinasi klo Anies jd Gubernur karena Prabroro Dasar Kampret palsu,mungkin masih kemakan halusinasi klo anies jd gubernur karena prabroro dasar kampret palsu,mungkin masih kemakan halusinasi kalau anies jadi gubernur karena prabroro dasar kampret palsu,"['mungkin', 'masih', 'kemakan', 'halusinasi', 'kalau', 'anies', 'jadi', 'gubernur', 'karena', 'prabroro', 'dasar', 'kampret', 'palsu']","['kemakan', 'halusinasi', 'anies', 'gubernur', 'prabroro', 'dasar', 'kampret', 'palsu']",Negatif
@Dahnilanzar @KemhanRI di 01 pak anies yg maju. menjawab apapun permasalahan. apapun. laahh ini..? hmmmm.. ,di 01 pak anies yg maju menjawab apapun permasalahan apapun laahh ini hmmmm,di 01 pak anies yg maju menjawab apapun permasalahan apapun laahh ini hmmmm,di 01 pak anies yang maju menjawab apapun permasalahan apapun laahh ini hmmmm,"['di', '01', 'pak', 'anies', 'yang', 'maju', 'menjawab', 'apapun', 'permasalahan', 'apapun', 'laahh', 'ini', 'hmmmm']","['01', 'anies', 'maju', 'apapun', 'permasalahan', 'apapun', 'laahh', 'hmmmm']",Positif
@SumitroYoel Alasannya sederhana pilih Anies hanya supaya aku gak punya pemimpin hasil nepotisme.,Alasannya sederhana pilih Anies hanya supaya aku gak punya pemimpin hasil nepotisme,alasannya sederhana pilih anies hanya supaya aku gak punya pemimpin hasil nepotisme,alasannya sederhana pilih anies hanya supaya aku gak punya pemimpin hasil nepotisme,"['alasannya', 'sederhana', 'pilih', 'anies', 'hanya', 'supaya', 'aku', 'gak', 'punya', 'pemimpin', 'hasil', 'nepotisme']","['alasannya', 'sederhana', 'pilih', 'anies', 'gak', 'pemimpin', 'hasil', 'nepotisme']",Positif
@cnbcindonesia Dari kemampuan. Anies paling unggul. Beliau cerdas amanah. Berwibawa. Santun. Toleran pada semua golongan. Umur pas belum uzur dan bukan bocil. Otaknya ngak porno. Dll.,Dari kemampuan Anies paling unggul Beliau cerdas amanah Berwibawa Santun Toleran pada semua golongan Umur pas belum uzur dan bukan bocil Otaknya ngak porno Dll,dari kemampuan anies paling unggul beliau cerdas amanah berwibawa santun toleran pada semua golongan umur pas belum uzur dan bukan bocil otaknya ngak porno dll,dari kemampuan anies paling unggul beliau cerdas amanah berwibawa santun toleran pada semua golongan umur pas belum uzur dan bukan bocil otaknya ngak porno dll,"['dari', 'kemampuan', 'anies', 'paling', 'unggul', 'beliau', 'cerdas', 'amanah', 'berwibawa', 'santun', 'toleran', 'pada', 'semua', 'golongan', 'umur', 'pas', 'belum', 'uzur', 'dan', 'bukan', 'bocil', 'otaknya', 'ngak', 'porno', 'dll']","['kemampuan', 'anies', 'unggul', 'beliau', 'cerdas', 'amanah', 'berwibawa', 'santun', 'toleran', 'golongan', 'umur', 'pas', 'uzur', 'bocil', 'otaknya', 'ngak', 'porno', 'dll']",Positif
@AbdulRachimmks Nih aku tambahin Dinda hauw artis sinetron... dg suaminya Rey mbayang pilih pak Anies... https://t.co/JK6KhSmUtZ,Nih aku tambahin Dinda hauw artis sinetron dg suaminya Rey mbayang pilih pak Anies,nih aku tambahin dinda hauw artis sinetron dg suaminya rey mbayang pilih pak anies,nih aku tambahin dinda hauw artis sinetron dg suaminya rey mbayang pilih pak anies,"['nih', 'aku', 'tambahin', 'dinda', 'hauw', 'artis', 'sinetron', 'dg', 'suaminya', 'rey', 'mbayang', 'pilih', 'pak', 'anies']","['nih', 'tambahin', 'dinda', 'hauw', 'artis', 'sinetron', 'dg', 'suaminya', 'rey', 'mbayang', 'pilih', 'anies']",Positif
sabar bang... nanti kalau anies menang diangkat jadi stafsus minimal diganti motornya.,sabar bang nanti kalau anies menang diangkat jadi stafsus minimal diganti motornya,sabar bang nanti kalau anies menang diangkat jadi stafsus minimal diganti motornya,sabar bang nanti kalau anies menang diangkat jadi stafsus minimal diganti motornya,"['sabar', 'bang', 'nanti', 'kalau', 'anies', 'menang', 'diangkat', 'jadi', 'stafsus', 'minimal', 'diganti', 'motornya']","['sabar', 'bang', 'anies', 'menang', 'diangkat', 'stafsus', 'minimal', 'diganti', 'motornya']",Netral
@owlbuble @pangeransiahaan Jadi Nostalgia samaa pilkada gk sih. Dku anies jg digadang bakal keok apa lg lawannya raksasa ahok yg dibeking pemerintah dan AHY yg jg partai besar. Tp liat kuasa Allah itu nyata. Anies malah menang di putaran 2.,Jadi Nostalgia samaa pilkada gk sih Dku anies jg digadang bakal keok apa lg lawannya raksasa ahok yg dibeking pemerintah dan AHY yg jg partai besar Tp liat kuasa Allah itu nyata Anies malah menang di putaran 2,jadi nostalgia samaa pilkada gk sih dku anies jg digadang bakal keok apa lg lawannya raksasa ahok yg dibeking pemerintah dan ahy yg jg partai besar tp liat kuasa allah itu nyata anies malah menang di putaran 2,jadi nostalgia samaa pilkada gk sih dku anies jg digadang bakal keok apa lg lawannya raksasa ahok yang dibeking pemerintah dan ahy yang jg partai besar tp liat kuasa allah itu nyata anies malah menang di putaran 2,"['jadi', 'nostalgia', 'samaa', 'pilkada', 'gk', 'sih', 'dku', 'anies', 'jg', 'digadang', 'bakal', 'keok', 'apa', 'lg', 'lawannya', 'raksasa', 'ahok', 'yang', 'dibeking', 'pemerintah', 'dan', 'ahy', 'yang', 'jg', 'partai', 'besar', 'tp', 'liat', 'kuasa', 'allah', 'itu', 'nyata', 'anies', 'malah', 'menang', 'di', 'putaran', '2']","['nostalgia', 'samaa', 'pilkada', 'gk', 'sih', 'dku', 'anies', 'jg', 'digadang', 'keok', 'lg', 'lawannya', 'raksasa', 'ahok', 'dibeking', 'pemerintah', 'ahy', 'jg', 'partai', 'tp', 'liat', 'kuasa', 'allah', 'nyata', 'anies', 'menang', 'putaran', '2']",Positif
@chitattooes pak anies kok bisa sabar banget ya nahan fitnah bertahun tahun...,pak anies kok bisa sabar banget ya nahan fitnah bertahun tahun,pak anies kok bisa sabar banget ya nahan fitnah bertahun tahun,pak anies kok bisa sabar banget ya nahan fitnah bertahun tahun,"['pak', 'anies', 'kok', 'bisa', 'sabar', 'banget', 'ya', 'nahan', 'fitnah', 'bertahun', 'tahun']","['anies', 'sabar', 'banget', 'ya', 'nahan', 'fitnah', 'bertahun']",Positif
@BANGVELLX @c0mbra1n @sosmedkeras Alasan bodoh siapa bilang anies belum pernah menjabat? Bedakan yg 5 tahun di Menhan tapi sudah bermainÂ² dengan uang negara begini kalau hati busuk yg mau di lihat hanya yg burukÂ² saja.,Alasan bodoh siapa bilang anies belum pernah menjabat Bedakan yg 5 tahun di Menhan tapi sudah bermain dengan uang negara begini kalau hati busuk yg mau di lihat hanya yg buruk saja,alasan bodoh siapa bilang anies belum pernah menjabat bedakan yg 5 tahun di menhan tapi sudah bermain dengan uang negara begini kalau hati busuk yg mau di lihat hanya yg buruk saja,alasan bodoh siapa bilang anies belum pernah menjabat bedakan yang 5 tahun di menhan tapi sudah bermain dengan uang negara begini kalau hati busuk yang mau di lihat hanya yang buruk saja,"['alasan', 'bodoh', 'siapa', 'bilang', 'anies', 'belum', 'pernah', 'menjabat', 'bedakan', 'yang', '5', 'tahun', 'di', 'menhan', 'tapi', 'sudah', 'bermain', 'dengan', 'uang', 'negara', 'begini', 'kalau', 'hati', 'busuk', 'yang', 'mau', 'di', 'lihat', 'hanya', 'yang', 'buruk', 'saja']","['alasan', 'bodoh', 'bilang', 'anies', 'menjabat', 'bedakan', '5', 'menhan', 'bermain', 'uang', 'negara', 'hati', 'busuk', 'lihat', 'buruk']",Negatif
pak Anies yg difitnah aku yg pengen nangis kuat bgt beliau ,pak Anies yg difitnah aku yg pengen nangis kuat bgt beliau,pak anies yg difitnah aku yg pengen nangis kuat bgt beliau,pak anies yang difitnah aku yang pengen nangis kuat bgt beliau,"['pak', 'anies', 'yang', 'difitnah', 'aku', 'yang', 'pengen', 'nangis', 'kuat', 'bgt', 'beliau']","['anies', 'difitnah', 'pengen', 'nangis', 'kuat', 'bgt', 'beliau']",Positif
@yshmne___ Sebenernya kalau diliat pas pencalonan gua tau kalau kemungkinan menang nya kecil karena Nasdem para kadernya gak semuanya setuju ditambah pak Paloh juga set hati dukung pak anies.tapi gua pernah denger kalau pak Anies ini garis tangannya bagus walaupun gua ngerasa -,Sebenernya kalau diliat pas pencalonan gua tau kalau kemungkinan menang nya kecil karena Nasdem para kadernya gak semuanya setuju ditambah pak Paloh juga set hati dukung pak aniestapi gua pernah denger kalau pak Anies ini garis tangannya bagus walaupun gua ngerasa,sebenernya kalau diliat pas pencalonan gua tau kalau kemungkinan menang nya kecil karena nasdem para kadernya gak semuanya setuju ditambah pak paloh juga set hati dukung pak aniestapi gua pernah denger kalau pak anies ini garis tangannya bagus walaupun gua ngerasa,sebenernya kalau diliat pas pencalonan gua tau kalau kemungkinan menang nya kecil karena nasdem para kadernya gak semuanya setuju ditambah pak paloh juga set hati dukung pak aniestapi gua pernah denger kalau pak anies ini garis tangannya bagus walaupun gua ngerasa,"['sebenernya', 'kalau', 'diliat', 'pas', 'pencalonan', 'gua', 'tau', 'kalau', 'kemungkinan', 'menang', 'nya', 'kecil', 'karena', 'nasdem', 'para', 'kadernya', 'gak', 'semuanya', 'setuju', 'ditambah', 'pak', 'paloh', 'juga', 'set', 'hati', 'dukung', 'pak', 'aniestapi', 'gua', 'pernah', 'denger', 'kalau', 'pak', 'anies', 'ini', 'garis', 'tangannya', 'bagus', 'walaupun', 'gua', 'ngerasa']","['sebenernya', 'diliat', 'pas', 'pencalonan', 'gua', 'tau', 'menang', 'nya', 'nasdem', 'kadernya', 'gak', 'setuju', 'ditambah', 'paloh', 'set', 'hati', 'dukung', 'aniestapi', 'gua', 'denger', 'anies', 'garis', 'tangannya', 'bagus', 'gua', 'ngerasa']",Positif
