full_text,label,analisis,alasan kuat,
menang ga menang intinya saya sudah merasa terhormat ada di barisan perubahan! saya belajar banyak hal selama nonton desak anies debat kadin. terimakasih.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pengalaman positifnya.,Frasa “saya sudah merasa terhormat ada di barisan perubahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@sofiesyarief Awalnya juga bingung...antara ganjar dan anies sm2 punya plus minus nya lama bgt mikirin ini tp trus move on mulai ngeliat cawapresnya trus liat tabrak prof nya mahfud akhirnya mikir kek nya hrs 03 krn ada mahfud yg ngerti hukum jd paling ga negara bs ditata lbh baik.,Netral,Tweet ini menunjukkan kebingungan awal dan akhirnya memilih Ganjar karena faktor cawapres.,Frasa “Awalnya juga bingung…antara ganjar dan anies” menunjukkan kebingungan awal dan pragmatisme.,
Salah satu masterpiece dari pendukung anies ,Positif,Tweet ini menunjukkan kekaguman dan dukungan terhadap Anies.,Pengguna terpesona dan mendukung Anies.,
@GeiszChalifah Bener terpesona sama pak anies euyy. yuklah AMIN aja dulu. jika kalahpun setidaknya kita sudah berjuang untuk AMIN dan kita lanjutkan ke pak ganjar yah. Say no to nomor dua pokoknya. https://t.co/wAEqlwxc9u,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan berbagai kualitas positifnya.,Frasa “terpesona sama pak anies” dan “yuklah AMIN aja dulu” menunjukkan dukungan dan apresiasi terhadap Anies.,
jahat banget sumpah karakter pak Anies dibunuh terus,Negatif,Tweet ini menunjukkan kritik terhadap pihak yang menyerang karakter Anies.,Frasa “karakter pak Anies dibunuh terus” menunjukkan sentimen negatif terhadap pihak yang menyerang Anies.,
Selalu keren!!! Paling suka yang Anies's portofolio.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan mengapresiasi portofolionya.,Frasa “Selalu keren!!!” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SumitroYoel One time sebelum pilkada dki aku pernah ikut kajian ust. Firanda. Waktu itu kajian mingguan biasa bukan tabligh akbar atau semacamnya. Besoknya dapet kabar dari group kalo ternyata pak anies hadir di sana di ruang terpisah (ada fotonya). Beliau sama sekali ga nunjukkin diri,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kehadirannya di acara kajian.,Frasa “pak anies hadir di sana” menunjukkan dukungan dan apresiasi terhadap Anies.,
@surinaken Itu anies ditanya pertanyaan gibran menunggu tawaran anies jawab saya cek dulu ga ada bilang mau tuh pas dicek aturan MK ga memungkinkan muncul dah tuh video anies nolak krn aturan MK ga memungkinkan..gitu aja ga ngerti lo bang..,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “aturan MK ga memungkinkan” menunjukkan fakta tanpa emosi yang kuat.,
@GeiszChalifah Tepat pilihan hati kita ke pak anies. InsyaAllah harapan kita akan terwujud. Namun apabila beliau kalah di putaran satu sebaiknya kita berikan harapan itu ke pak ganjar. jangan yg ono yahh. https://t.co/XJhPxcMcGp,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan harapan akan kemenangannya.,Frasa “Tepat pilihan hati kita ke pak anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@NdrewsTjan @letkol_cahyadi Haelahh klo dikasih DATA dan FAKTA NGEBANTAHNYA cuman BACOT DOANG bilang itu SALAH itu FITNAH itu HOAX NENEK gua juga bisa GOBLOKKK !!!,Negatif,Tweet ini menunjukkan kritik terhadap pihak yang menolak data dan fakta.,Frasa “cuman BACOT DOANG bilang itu SALAH” menunjukkan sentimen negatif terhadap pihak yang menolak data dan fakta.,
@Fahrihamzah Tidak benci tidak pula marah tspi kami pilih 01 Anies Muhaimin.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan pilihannya.,Frasa “kami pilih 01 Anies Muhaimin” menunjukkan dukungan dan apresiasi terhadap Anies.,
Anis-Cak Imin Jakarta.. Prabowo Bogor Gibran Solo Ganjar Semarang prof mpur Semarang.. . . Ya dan saya Ambon(maaf bukan caleg apalagi capres) Pemilu 2024: Ini Lokasi Nyoblos Anies-Muhaimin Prabowo-Gibran dan Ganjar-Mahfud https://t.co/7cp6Z2mz83,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “Ini Lokasi Nyoblos Anies-Muhaimin” menunjukkan fakta tanpa emosi yang kuat.,
@its7ofmaygurl intinya kalo khawatir partai yg mendukung anies legislatifnya coblos lawannya. jd pilih 01 tp legislatifnya milih pdip,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “pilih 01 tp legislatifnya milih pdip” menunjukkan fakta tanpa emosi yang kuat.,
@Luqbaehaqi Anies yg paling bisa membedakan bahwa duit negara ada duit untuk kepentingan masyarakat seluruhnya bukan untuk kepentingan golongan yg mengusungnya ...,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kualitas positifnya.,Frasa “Anies yg paling bisa membedakan” menunjukkan dukungan dan apresiasi terhadap Anies.,
Good job team dan aku baru tau kalo ecopark segede ituu pantesan aku jalan gak nemu ujung nya keren bgt ya pak anies semua yang dibangun pasti untuk masyarakat banyak https://t.co/AahUZCnnjH,Positif,Tweet ini memuji Anies atas pembangunan yang dianggap untuk kepentingan masyarakat luas.,Pengguna merasa Anies membangun untuk kepentingan masyarakat banyak.,
@GeiszChalifah Rakyat selalu ada untuk pak anies. kalahpun bapak akan kami perjuangkan suara ini kepada pak ganjar. kami gak akan memberikannya ke 02. https://t.co/Med12rFZgd,Positif,"Tweet ini menunjukkan dukungan yang kuat terhadap Anies, bahkan jika kalah.",Pengguna berkomitmen untuk mendukung Anies dan tidak akan memberikan dukungan ke calon lain.,
@GeiszChalifah Saya mendukung Pak Anies sebagai pilihan utama saya karena saya yakin dengan visi dan komitmennya.Namun jika Pak Anies tidak berhasil saya siap mendukung Pak Ganjar sebagai pilihan kedua saya. Saya tegas menolak mendukung Prabowo karena kekhawatiran terhadap potensi kecurangan https://t.co/YUqk2CP9cO,Positif,Tweet ini menunjukkan dukungan terhadap Anies dan menyatakan alasan mengapa tidak mendukung Prabowo.,"Pengguna mendukung Anies karena visi dan komitmennya, serta menolak Prabowo karena kekhawatiran terhadap kecurangan.",
CINA JADI SUTRA DARA ? PERCAYALAH TAKDIR ALLAH SWT TIDAK ADA YG BISA MENENTANG . ALLAH SWT SANGAT SAYAANG KEPADA RAKYAT INDONESIA BUKTI NYA ALLAH SWT KIRIM KAN PAHLAWAN RAKYAT BERNAMA BPK ANIES RASYIED BASWEDAN CUCU RASULALLAH https://t.co/KL5hCltfyD,Positif,Tweet ini menunjukkan dukungan yang kuat terhadap Anies dengan menyebutnya sebagai pahlawan rakyat.,Pengguna merasa Anies adalah pahlawan rakyat yang dikirim oleh Allah SWT.,
@akunyakul Yg kayak alam itu banyak di jakarta mba. Rajin naik mrt aja ketemu lusinan kayak dia itu. Lagian kok sebutannya jadi alam ganjar ya? Bukannya harusnya pakai last name bapaknya? Alam pranowo? Spt mutiara baswedan itu bener. Bukan mutiara anies .,Netral,Tweet ini hanya berkomentar tentang nama tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang nama.",
SATU PUTARAN UTK PRABOWO ITU artinya Prabowo tdk ikut lagi pada putaran kedua ( langsung keok ) Karena di putaran kedua hanya ada Anies &amp; Ganjar,Netral,Tweet ini hanya memberikan informasi tentang putaran pemilu tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang putaran pemilu.",
@JamalBoegis @aniesbaswedan @cakimiNOW Anies putaran pertama lewat,Netral,Tweet ini hanya memberikan informasi tentang putaran pemilu tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya informasi tentang putaran pemilu.",
@Fahrihamzah tetap pada prinsip sih kalau anies kalah bakalan dukung ganjar. anti prabowo https://t.co/P6KSmakNEM,Netral,Tweet ini hanya menyatakan pilihan tanpa memberikan opini yang kuat tentang Anies.,"Tidak ada sentimen yang jelas, hanya pernyataan pilihan.",
@othemii_ Ini tanda bahwa pak Anies itu kuat bngat baik di lapangan reel mau pun di medsos.. kejutan besar tgl 14 feb. Anis memimpin perolehan suara.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kekuatannya di lapangan dan media sosial.,Pengguna merasa Anies kuat di lapangan dan media sosial.,
@meerkatchorom @perangutan23 @aniesbaswedan Dgn sgala prestasi p Anies saat jd gubernur apakh kluarga kakak nggk mngapresaisix hngga lbh mbdukung silver fox? Atw maaf just my opinion mngkn nggk suka aja atw krna agama maaf skali lg,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan prestasinya sebagai gubernur.,Pengguna merasa Anies memiliki banyak prestasi sebagai gubernur.,
@SumitroYoel Koh aku smpek bgibarin bendera putih. Bener benerrrr fitnahan ke pak anies luar biasaaaaaaa . Gk tau lagii musti gmna ,Negatif,Tweet ini menunjukkan kritik terhadap fitnah yang ditujukan kepada Anies.,Pengguna merasa fitnah terhadap Anies sangat luar biasa.,
@yshmne___ Jangan sampe kita cuma dapet hikmah dari percintaan pak Anies &amp; bu Ferry seperti kita cuma dapet hikmah dari percintaan pak Habibie &amp; bu Ainun,Netral,Tweet ini hanya berkomentar tentang percintaan tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang percintaan.",
@tempodotco Hindari perdebatan tentang PraGib lebih baik persiapkan dukungan untuk GanjarMahfud jika Anies-Muhaimin tidak lolos. https://t.co/hIhuBZ2SMs,Netral,Tweet ini hanya memberikan saran tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya saran.",
@stacitarpeta18 @aniesbaswedan @Lanoko_ Betul sekali! Setelah era sebelumnya PBB malah naik 100%! Terimakasih Pak Anies yang sangat memahami dan menghargai jasa para Pahlawan Bangsa!,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan peningkatan PBB.,Pengguna merasa Anies sangat memahami dan menghargai jasa para pahlawan bangsa.,
@kucingngolet Ya di 01. Makane nonton vidio desak anies,Netral,Tweet ini hanya memberikan saran tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya saran.",
@OposisiCerdas Dalam dunia yang gelap Pak Anies adalah sinar terang yang memandu kita! https://t.co/BX04KMTPBa,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutnya sebagai sinar terang.,Frasa “sinar terang yang memandu kita” menunjukkan dukungan dan apresiasi terhadap Anies.,
Lu semua pasti kek gini udah nemu jawaban dan pilihan paling potensial cuma ya balik lagi elu cuma benci anies atau fanatik ke paslon lain yg jelas jelek,Negatif,Tweet ini menunjukkan kritik terhadap orang yang membenci Anies atau fanatik terhadap calon lain.,Frasa “cuma benci anies atau fanatik ke paslon lain” menunjukkan sentimen negatif terhadap pihak yang membenci Anies.,
@_soebak Pak anies nafas aja dah salah kata w mah,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebut bahwa segala tindakan Anies dianggap salah.,Frasa “nafas aja dah salah” menunjukkan sentimen negatif terhadap Anies.,
@its7ofmaygurl ga apple to apple sbenernya soalnya anies bukan kader partai,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “anies bukan kader partai” menunjukkan fakta tanpa emosi yang kuat.,
@OposisiCerdas Pak Anies adalah jembatan emas menghubungkan kita dengan masa depan yang gemilang! https://t.co/UPtnPJ0iA8,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutnya sebagai jembatan emas.,Frasa “jembatan emas menghubungkan kita dengan masa depan yang gemilang” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Yupheak @3dyw_official @ElizarIrnold @ZulfiSeptiyan @jokowi @prabowo @gibran_tweet Sejauh ini fakta yg ada emang seperti itu. Yg gue liat ini bermula dari pilgub dulu Ahok melakukan kesalahan dan memicu amarah banyak muslim kebetulan saat itu lawannya Anies jadilah Anies seolah-olah menjadi idola bagi mereka.,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “Anies seolah-olah menjadi idola bagi mereka” menunjukkan fakta tanpa emosi yang kuat.,
@lilaccountz Kami bikin yaseen 41 di kampung berdoa banget supaya pak anies bisa menang. Karna satu satunya cara bikin pak anies menang cuman kuasa Allah. Melihat kecurangan sudah terang2an dilakukan .,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan doa dan harapan untuk kemenangannya.,Frasa “berdoa banget supaya pak anies bisa menang” menunjukkan dukungan dan apresiasi terhadap Anies.,
terutama trrkait politik identitas barulah gw merasa bersalah pernah benci sm pak anies... https://t.co/qhxWlROrDi,Positif,Tweet ini menunjukkan perubahan sikap dari benci menjadi mendukung Anies.,Frasa “merasa bersalah pernah benci sm pak anies” menunjukkan perubahan sikap dan dukungan terhadap Anies.,
@OposisiCerdas Mari kita bersama-sama memeluk harapan menyapa pagi yang cerah bersama Pak Anies! https://t.co/k5rfIT1R7c,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan harapan dan pagi yang cerah.,Frasa “memeluk harapan menyapa pagi yang cerah bersama Pak Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@areuokayhun @natasashim @apocallepse @Tokunatsuo @meeels____ @Icanisa31 @Bull_winner Lah waktu kampanye Malaikat Jibril ada anies di samping cuma cengengesan aja. Terus si IMIN bilang kalau gak coblos 01 harus di pertanyaan ke NU an nya adzan 4 arah kampanye di masjid. Apa itu bukan politik identitas?,Negatif,Tweet ini menunjukkan kritik terhadap penggunaan politik identitas dalam kampanye Anies.,Frasa “apa itu bukan politik identitas?” menunjukkan sentimen negatif terhadap penggunaan politik identitas.,
@Rawing1274 @praburevolusi Anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja malah angin gak ada KTP nya air di suruh parkir ..,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebutnya hanya pandai berbicara tanpa tindakan nyata.,Frasa “Anies cuma jago berkata kata jago narasi jago gagasan tp nol kerja” menunjukkan sentimen negatif terhadap Anies.,
politik identitas disematkan ke pak anies sampe segininya ya. pembunuhan karakternya dapet banget. dan kl ngeliat orang kebanyakan di luar twitter masih percaya,Negatif,Tweet ini menunjukkan kritik terhadap penggunaan politik identitas dan pembunuhan karakter Anies.,Frasa “pembunuhan karakternya dapet banget” menunjukkan sentimen negatif terhadap penggunaan politik identitas.,
Para pejuang perubahan di sisa waktu yg ada 1 hari menjelang pencoblosan mari semakin dekatkan diri kpd Allah SWT dan berdoa agar pasangan capres cawapres Anies Baswedan &amp; Gus Muhaimin Iskandar terpilih sbg Presiden &amp; Wakil Presiden RI 2024 - 2029,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan doa dan harapan untuk kemenangannya.,Frasa “berdoa agar pasangan capres cawapres Anies Baswedan & Gus Muhaimin Iskandar terpilih” menunjukkan dukungan dan apresiasi terhadap Anies.,
@rizkidwika Memilih pak Anies krna gak mau jd bagian dari orang yg merusak demokrasi. 1998 saat menumbangkan orba aku gak ikut krna masih bayi. Tp 2024 aku gak mau jadi bagian yg MENGHIDUPKAN orba 2.0,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan alasan memilihnya.,Frasa “memilih pak Anies krna gak mau jd bagian dari orang yg merusak demokrasi” menunjukkan dukungan dan apresiasi terhadap Anies.,
@tempodotco Tolak aja PraGib dan siapkan diri untuk menyambut pilihan GanjarMahfud jika Anies-Muhaimin tidak memenangkan pemilihan https://t.co/L3G6VjamNO,Netral,Tweet ini hanya memberikan saran tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya saran.",
@itsurboihyl malah non-supporter anies yg lbh sewot soal sentimen agama di anies. kita mah pendukung &amp; yg masuk jd pendukung santai2 bae,Netral,Tweet ini hanya berkomentar tentang sentimen agama tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang sentimen agama.",
@OposisiCerdas Dalam cahaya keberanian Pak Anies adalah bintang yang menyinari langit malam! https://t.co/kKyeMCzNMB,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutnya sebagai bintang yang menyinari langit malam.,Frasa “bintang yang menyinari langit malam” menunjukkan dukungan dan apresiasi terhadap Anies.,
Guys ak kalo bahas politik itu becanda yh. tapi klo nge-roasting mas Anies itu beneran. gelut yuk @alfarkive ak pendukung 02,Negatif,Tweet ini menunjukkan kritik terhadap Anies dengan menyebutkan roasting yang serius.,Frasa “nge-roasting mas Anies itu beneran” menunjukkan sentimen negatif terhadap Anies.,
@Fahrihamzah yakali hari gini masih dukung prabowo rugi donkk. mending yg pasti kayak anies aja https://t.co/8SjoG6mEG8,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan alasan memilihnya.,Frasa “mending yg pasti kayak anies aja” menunjukkan dukungan dan apresiasi terhadap Anies.,
@heiyou840 @Bull_winner Itu ada link nya percuma debat Ama pendukung Anies. Baru 3 kata lucu Film ini netral yg buat aja dari fraksi pekaes Ama pe de i pe wkwk di akhir video ada salam 4 jari wkwkw. Kerja kelompok nih ye,Netral,Tweet ini hanya berkomentar tentang debat tanpa memberikan opini tentang Anies.,"Tidak ada sentimen yang jelas, hanya komentar tentang debat.",
@aniesbaswedan @raffimulyaa Tweet 2012 video jadul pak anies dari dulu sampai skrg konsisten dg ucapan dan tindakan ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan konsistensi ucapannya.,Frasa “konsisten dg ucapan dan tindakan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@OposisiCerdas Komitmen Anies dalam memperjuangkan hak-hak rakyat menunjukkan kepeduliannya terhadap keadilan sosial https://t.co/8c1Ax1F3wy,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan komitmennya terhadap keadilan sosial.,Frasa “memperjuangkan hak-hak rakyat” menunjukkan dukungan dan apresiasi terhadap Anies.,
@OposisiCerdas Bersama Pak Anies kita rajut impian membangun kota yang sejahtera! https://t.co/dcB6TgjaLN,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan impian membangun kota yang sejahtera.,Frasa “rajut impian membangun kota yang sejahtera” menunjukkan dukungan dan apresiasi terhadap Anies.,
