created_at,full_text,username,label_manually,analisis
Mon Feb 12 23:13:57 +0000 2024,Dulu yakin sama Jokowi sekarang percaya Mas Ganjar bisa lebih . Kesejahteraan berkali lipat Indonesia Hebat ! @Tophaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/QpCPeVRW1j,MaryaYeyen,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar.
Mon Feb 12 23:13:54 +0000 2024,Dukungan kita kepada Ganjar-Mahfud adalah investasi besar bagi masa depan bangsa yang lebih baik. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @nafiahayyu #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/lG2Bz64plU,NandaSetiawn,Positif,Tweet ini menunjukkan dukungan sebagai investasi untuk masa depan yang lebih baik.
Mon Feb 12 23:13:47 +0000 2024,@badakmeledak_ Muka lu kayak Ganjar ,Syiva_AWd,Negatif,Tweet ini menunjukkan ejekan terhadap Ganjar.
Mon Feb 12 23:13:45 +0000 2024,@DokterTifa Jangan galau kalau Pak Anies kalah di putaran pertama masih ada Pak Ganjar https://t.co/ueQM70ltIM,ester_catarine,Positif,Tweet ini menunjukkan harapan dan dukungan untuk Ganjar jika Anies kalah.
Mon Feb 12 23:13:42 +0000 2024,@arifin34533 Metal Menang total,SunHok19,Netral,Tweet ini tidak menunjukkan sentimen yang jelas.
Mon Feb 12 23:13:26 +0000 2024,Kemeja khas dari Hoya Fields menjadi lambang dari dukungan mereka pada produk lokal berkualitas . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @Courier25447916 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/72zMAhXBjb,mohakbar32,Positif,Tweet ini menunjukkan dukungan terhadap produk lokal dan Ganjar.
Mon Feb 12 23:13:24 +0000 2024,Jangan ragu untuk memilih Ganjar - Mahfud mereka sudah terbukti peduli kepada rakyat. Ganjar Pranowo terbukti mensejahterakan @addhe_75 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/BUsN2OpQNm,diyanatiara,Positif,Tweet ini menunjukkan keyakinan bahwa Ganjar-Mahfud peduli kepada rakyat.
Mon Feb 12 23:13:15 +0000 2024,Kerjasama erat antara Ganjar Pak Mahfud dan masyarakat menjadi kekuatan untuk mengawal integritas pemilu . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @dwendxllion #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/aB3jYBeEu7,putraa_fauzi,Positif,Tweet ini menunjukkan kerjasama erat untuk mengawal integritas pemilu.
Mon Feb 12 23:13:14 +0000 2024,Suara hati rakyat Semarang mengalir deras untuk Ganjar - Mahfud dalam kampanye akbar. Ganjar Pranowo terbukti mensejahterakan @onyoury_aa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/fgNlkAHQUt,NanangRajja,Positif,Tweet ini menunjukkan dukungan kuat dari rakyat Semarang.
Mon Feb 12 23:13:12 +0000 2024,Dalam kampanye akbar di Semarang Ganjar - Mahfud berhasil menciptakan energi positif yang memancar ke seluruh pelosok kota . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @MuhadiPutra12 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Y6P3Cp9FSI,rika_sariana,Positif,Tweet ini menunjukkan energi positif dan dukungan terhadap Ganjar-Mahfud.
Mon Feb 12 23:13:10 +0000 2024,@IifSyaifuddin Penghianat dia...,Bambangmulyonoo,Negatif,Tweet ini menunjukkan kritik dan tuduhan terhadap seseorang.
Mon Feb 12 23:13:05 +0000 2024,@ganjarpranowo Pak Ganjar juga semangat jangan kalah goyangnya sama pak Mahfud dong hehe,MemetMedika,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar.
Mon Feb 12 23:11:59 +0000 2024,Hajatan Rakyat di kota Semarang menjadi puncak kebersamaan antara Ganjar - Mahfud dan masyarakat dalam perjalanan menuju kemenangan . Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @nabiljuneed #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cM4LugdHRg,DwiSusanto_7,Positif,Tweet ini menunjukkan kebersamaan dan semangat kemenangan.
Mon Feb 12 23:11:58 +0000 2024,Ganjar menegaskan pentingnya menjaga netralitas dan independensi penyelenggara pemilu untuk mewujudkan pemilu yang bersih . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @ElfShibeewol #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/JljtFzACct,erik_kurniawann,Positif,Tweet ini menunjukkan dukungan terhadap netralitas dan independensi pemilu.
Mon Feb 12 23:11:57 +0000 2024,Kampanye Ganjar - Mahfud di Semarang tidak hanya meninggalkan jejak politik tapi juga jejak kebaikan di hati masyarakat. Ganjar Pranowo hanya yang terbaik untuk rakyat @paviyya #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/KBusCF5gPx,fitrisafitriii1,Positif,Tweet ini menunjukkan dampak positif kampanye Ganjar-Mahfud.
Mon Feb 12 23:11:46 +0000 2024,Coblos Ganjar - Mahfud untuk keadilan dan kesejahteraan bagi semua. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @AfifMaruf_IM #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/zCqL5qm47U,muhammadagiiil,Positif,Tweet ini menunjukkan dukungan untuk keadilan dan kesejahteraan.
Mon Feb 12 23:11:38 +0000 2024,@ganjarpranowo Anak muda pasti pilih Ganjar Mahfud karna Ganjar Mahfud ini yang terbaik ,AlovaLova422738,Positif,Tweet ini menunjukkan dukungan dari anak muda untuk Ganjar-Mahfud.
Mon Feb 12 23:11:29 +0000 2024,Janji Ganjar untuk duduk bersama penyandang disabilitas menciptakan harapan baru. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @goosefairmornng #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/syuabDR14J,AnandaaAjeng,Positif,Tweet ini menunjukkan dukungan terhadap penyandang disabilitas.
Mon Feb 12 23:11:16 +0000 2024,Ganjar Pranowo dan Prof Mahfud mengajak kita untuk menjadi penjaga keadilan dalam pemilihan . Bersama Ganjar kita sejahtera @hyubhyukkie #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/D1Rx2vg2el,prat_hendra,Positif,Tweet ini menunjukkan ajakan untuk menjaga keadilan dalam pemilihan.
Mon Feb 12 23:11:15 +0000 2024,Usaha keras dan tanpa kenal lelah dari Mas Ganjar dan Prof Mahfud menginspirasi banyak orang untuk berpartisipasi aktif dalam demokrasi. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/yyLK08b9xg,linaameldaa,Positif,Tweet ini menunjukkan inspirasi dari usaha keras Ganjar-Mahfud.
Mon Feb 12 23:11:07 +0000 2024,Kebersamaan dalam Hajatan Rakyat Ganjar - Mahfud di Semarang memperkuat solidaritas di antara pendukung mereka . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @sislen_teh #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/wmI0TBuac6,Didie01Ajie,Positif,Tweet ini menunjukkan kebersamaan dan solidaritas.
Mon Feb 12 23:10:59 +0000 2024,@ganjarpranowo Atas izin yg maha kuasa Ganjar Mahfud menang ,quinsa_r78528,Positif,Tweet ini menunjukkan harapan untuk kemenangan Ganjar-Mahfud.
Mon Feb 12 23:10:52 +0000 2024,Capr3s Ganjar Pranowo diharapkan mampu meningkatkan daya saing ekonomi Indonesia di tingkat global. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hiraaeths #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/buCptJcCOA,NurFaridaa_10,Positif,Tweet ini menunjukkan harapan untuk peningkatan daya saing ekonomi.
Mon Feb 12 23:10:46 +0000 2024,Komitmen Ganjar - Mahfud untuk menjaga demokrasi semakin dipercayai oleh masyarakat Semarang . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @nauvalsalsabil #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/zbF565Ou5v,Ahmad5Susanto,Positif,Tweet ini menunjukkan kepercayaan terhadap komitmen Ganjar-Mahfud.
Mon Feb 12 23:10:46 +0000 2024,Dengan ajakan dari Ganjar dan Pak Mahfud masyarakat merasa memiliki peran penting dalam menjaga suara mereka . Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @EtaaaaSaha #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/3UGBx83dyA,AnggiZulaikah,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dan Mahfud dengan menyatakan bahwa masyarakat merasa memiliki peran penting. Frasa �Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat� juga menekankan harapan positif.
Mon Feb 12 23:10:46 +0000 2024,Survei Asing Prediksi Hasil Pilpres Bukan Anies-Prabowo-Ganjar Tapi.. https://t.co/dFFaazqWHb,cnbcindonesia,Netral,Tweet ini hanya menyampaikan informasi tentang survei tanpa menunjukkan dukungan atau penolakan terhadap Ganjar.
Mon Feb 12 23:10:40 +0000 2024,Semarang terus bersinar dalam mendukung perjuangan Ganjar - Mahfud. Ganjar Pranowo terbukti lebih baik @onyourz_ou #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/NWKaIXAd8P,GunawanFarr,Positif,Tweet ini memuji Ganjar dan Mahfud dengan menyatakan bahwa Semarang mendukung mereka dan Ganjar terbukti lebih baik.
Mon Feb 12 23:10:35 +0000 2024,@TirtoID konsisten dukung pak Ganjar-Mahfud,jqiqj55080,Positif,Tweet ini menunjukkan dukungan yang konsisten terhadap Ganjar dan Mahfud.
Mon Feb 12 23:10:31 +0000 2024,@KEBUMENinLOVE @An4Julie @drReUtari08 @AditBandit234 @Abahpurwa1 @Abaaah @_NusantaraLand_ @99propaganda @Ndons_Back @03__nakula @DarekaRendy @Ganjar_Mahfud03 Membagongkan ketika semua kubu dg bajer masing²nya mengklaim menang di luar negeri. Asli kayak liat orang onani. Besok kalo salah dua kalah gampang TERIAK CURANG,penikmat_koopie,Negatif,"Tweet ini menggunakan bahasa yang kasar dan menyindir semua kubu, termasuk Ganjar-Mahfud, dengan menyebut mereka �onani� dan �teriak curang�."
Mon Feb 12 23:10:23 +0000 2024,@Jumianto_RK Jangan gentar...ada Ganjar...jangan takut ada Mahfud ️ Ganjar Mahfud Hebat #Coblos3 https://t.co/QA8uzvZ5M7,twistajulien,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar dan Mahfud.
Mon Feb 12 23:09:34 +0000 2024,Usaha untuk mengawal integritas pemilu menunjukkan dedikasi nyata terhadap nilai-nilai demokratik . Ganjar Pranowo hanya yang terbaik untuk rakyat @sarahsfrrr #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/cs85IbVVHr,SamsulWendy,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dalam menjaga integritas pemilu dan nilai-nilai demokratik.
Mon Feb 12 23:09:34 +0000 2024,Ganjar Pranowo dan Prof Mahfud mengajak masyarakat untuk bersama-sama melawan segala bentuk kecurangan pemilu . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @Fai2Kali #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/uQtFV5yD9n,PramudyaDwii,Positif,Tweet ini menunjukkan dukungan terhadap ajakan Ganjar dan Mahfud untuk melawan kecurangan pemilu.
Mon Feb 12 23:09:32 +0000 2024,Ganjar - Mahfud mengajak semua pihak untuk menghindari tindakan yang dapat mengganggu proses pemilihan di TPS. Ganjar Pranowo terbukti mensejahterakan @erlnggavl #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/kuXo0kKYJH,suyonorhmat,Positif,Tweet ini menunjukkan dukungan terhadap ajakan Ganjar dan Mahfud untuk menjaga proses pemilihan yang bersih.
Mon Feb 12 23:09:32 +0000 2024,Ganjar Pranowo sebagai calon presiden menunjukkan keberpihakan pada pengembangan ekonomi lokal. Ganjar Pranowo terbukti mensejahterakan @iniisalsabila #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/tHbrJuFwYc,AbdulahDandhi,Positif,Tweet ini menunjukkan dukungan terhadap keberpihakan Ganjar pada pengembangan ekonomi lokal.
Mon Feb 12 23:09:32 +0000 2024,Ganjar - Mahfud semakin dikenal sebagai pilihan yang tepat bagi masyarakat Semarang lewat kampanye akbar mereka . Kesejahteraan berkali lipat Indonesia Hebat ! @nisatsht #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/IYCizBdqA7,DeswitaSar,Positif,Tweet ini menunjukkan dukungan kuat untuk Ganjar dan Mahfud serta memuji kampanye mereka.
Mon Feb 12 23:09:25 +0000 2024,@qityqity126167 @Anvbhis @AslamMathar @KuntoAjiW Trus maksud nya apa? Biar pilih abah atau ganjar gitu? Aku pilih prabowo kamu terserah..,NingDaryono,Netral,Tweet ini menunjukkan pilihan pribadi tanpa menunjukkan dukungan atau kritik yang jelas terhadap calon tertentu.
Mon Feb 12 23:09:17 +0000 2024,Warga Semarang yakin Ganjar - Mahfud bukan hanya mencari kekuasaan tapi juga berkomitmen untuk mewujudkan perubahan yang nyata. Bersama Ganjar kita sejahtera @pawcinoeus #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/su4CWWZT1K,fandykrist,Positif,Tweet ini menunjukkan dukungan terhadap komitmen Ganjar dan Mahfud untuk mewujudkan perubahan yang nyata.
Mon Feb 12 23:09:06 +0000 2024,@ganjarpranowo Sat set Ganjar Mahfud menang ,AlmaHera448409,Positif,Tweet ini menunjukkan harapan untuk kemenangan Ganjar dan Mahfud.
Mon Feb 12 23:09:01 +0000 2024,Dengan semangat mengawal proses Ganjar Pranowo dan Prof Mahfud memastikan suara rakyat dihormati sepenuhnya . Ganjar Pranowo terbukti mensejahterakan @girlheavenysl #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/i8XOBgQZ2V,PWaraswati,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam memastikan suara rakyat dihormati.
Mon Feb 12 23:08:38 +0000 2024,@ganjarpranowo Kereen nyanyi dan goyangnya tambah Heppy tabrak prof sehat selalu,Adrian_susiloo,Positif,Tweet ini menunjukkan dukungan dan pujian terhadap Ganjar dan Mahfud.
Mon Feb 12 23:08:34 +0000 2024,Dulu Jokowi jadi pilihan sekarang semua mata tertuju pada Pak Ganjar . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @thaaaloav #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/D5tWINC2r1,SriWulnn88,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dengan membandingkannya dengan Jokowi.
Mon Feb 12 23:08:33 +0000 2024,@sofiesyarief Awalnya juga bingung...antara ganjar dan anies sm2 punya plus minus nya lama bgt mikirin ini tp trus move on mulai ngeliat cawapresnya trus liat tabrak prof nya mahfud akhirnya mikir kek nya hrs 03 krn ada mahfud yg ngerti hukum jd paling ga negara bs ditata lbh baik.,oetomo_ian,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dan Mahfud setelah mempertimbangkan berbagai faktor.
Mon Feb 12 23:08:31 +0000 2024,@GeiszChalifah Bener terpesona sama pak anies euyy. yuklah AMIN aja dulu. jika kalahpun setidaknya kita sudah berjuang untuk AMIN dan kita lanjutkan ke pak ganjar yah. Say no to nomor dua pokoknya. https://t.co/wAEqlwxc9u,Aghniaghiani,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.
Mon Feb 12 23:08:21 +0000 2024,Keterlibatan aktif Ganjar Pranowo dan Prof Mahfud membantu mengokohkan fondasi demokrasi yang kuat . Kesejahteraan berkali lipat Indonesia Hebat ! @fauzan_lmg #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/sH6OsfjBkq,septi_nurainii,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam memperkuat demokrasi.
Mon Feb 12 23:08:18 +0000 2024,Pak Ganjar dan Pak Mahfud memastikan bahwa Semarang akan menjadi basis yang kuat bagi kemenangan mereka dalam Pilpres 2024 . Ganjar Pranowo terbukti lebih baik @mashadieee #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/npCZ6nSL8g,ErikaDwi_8,Positif,Tweet ini menunjukkan keyakinan bahwa Semarang akan menjadi basis kuat untuk kemenangan Ganjar dan Mahfud.
Mon Feb 12 23:08:17 +0000 2024,Masyarakat membutuhkan pemimpin yang berkomitmen untuk mewujudkan perubahan dan Ganjar-Mahfud tampaknya memenuhi kriteria tersebut. Tiga Kali Lebih Sejahtera Indonesia Jaya! @hannapew #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/l9ZDmblxjQ,dedydikeyy,Positif,Tweet ini menunjukkan dukungan terhadap komitmen Ganjar dan Mahfud untuk mewujudkan perubahan.
Mon Feb 12 23:08:13 +0000 2024,Dukungan penuh dari Semarang membawa semangat baru bagi Ganjar - Mahfud dalam Pilpres 2024 . Ganjar Pranowo hanya yang terbaik untuk rakyat @Supremacyoflaw1 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/wAU8aW37LL,chikaberlin_ana,Positif,Tweet ini menunjukkan dukungan penuh dari Semarang untuk Ganjar dan Mahfud.
Mon Feb 12 23:08:11 +0000 2024,Ganjar Pranowo sebagai calon presiden mempromosikan inovasi dan teknologi untuk mendukung pembangunan. Kesejahteraan berkali lipat Indonesia Hebat ! @Cauuuuu14 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/VzaaJnZSNX,SulaiAbdulah_9,Positif,Tweet ini menunjukkan dukungan terhadap promosi inovasi dan teknologi oleh Ganjar.
Mon Feb 12 23:08:06 +0000 2024,@ganjarpranowo Sat set bersama Ganjar Mahfud mewujudkan cita cita anak bangsa,AlmaHera448409,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam mewujudkan cita-cita bangsa.
Mon Feb 12 23:08:03 +0000 2024,@ganjarpranowo @ernestprakasa Makin yakin untuk mendukung pak ganjar pranowo oke gaspoll terus sampai menang,karimmmabdul10,Positif,Tweet ini menunjukkan keyakinan dan dukungan untuk Ganjar.
Mon Feb 12 23:08:02 +0000 2024,@Bananabreadcof1 @M45Broo Waduh ganjar menang sumua.. Gile lu ndro.. Nafsu amat menangnya,OborSultra,Netral,Tweet ini menunjukkan reaksi terhadap kemenangan Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.
Mon Feb 12 23:07:58 +0000 2024,Kebesaran hati Ganjar - Mahfud disambut hangat di hajatan rakyat Semarang. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @onyouwr_mark #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/aWD68n36zP,DakuDindaa,Positif,Tweet ini menunjukkan dukungan terhadap kebesaran hati Ganjar dan Mahfud.
Mon Feb 12 23:07:56 +0000 2024,@ganjarpranowo Yakin Papua poll dukung pak Ganjar,01Fahrunisa,Positif,Tweet ini menunjukkan keyakinan bahwa Papua akan mendukung Ganjar.
Mon Feb 12 23:07:55 +0000 2024,@WagimanDeep212_ Bentar lagi jadi gelandangan politik doa nya ga tulus orang pintar pilih Ganjar ,arya_goenawan,Negatif,Tweet ini menunjukkan kritik terhadap lawan politik Ganjar.
Mon Feb 12 23:07:35 +0000 2024,@GeiszChalifah Tepat pilihan hati kita ke pak anies. InsyaAllah harapan kita akan terwujud. Namun apabila beliau kalah di putaran satu sebaiknya kita berikan harapan itu ke pak ganjar. jangan yg ono yahh. https://t.co/XJhPxcMcGp,AnnisaSalsa1__,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.
Mon Feb 12 23:07:27 +0000 2024,@bnsphrxyzzz Pengen mati Sahid di lindes mobil kali,SunHok19,Negatif,Tweet ini menunjukkan keinginan yang ekstrem dan tidak relevan dengan konteks politik.
Mon Feb 12 23:07:17 +0000 2024,Anis-Cak Imin Jakarta.. Prabowo Bogor Gibran Solo Ganjar Semarang prof mpur Semarang.. . . Ya dan saya Ambon(maaf bukan caleg apalagi capres) Pemilu 2024: Ini Lokasi Nyoblos Anies-Muhaimin Prabowo-Gibran dan Ganjar-Mahfud https://t.co/7cp6Z2mz83,is_pelssy,Netral,Tweet ini menunjukkan lokasi pemilihan untuk berbagai calon tanpa menunjukkan dukungan atau kritik yang jelas.
Mon Feb 12 23:07:14 +0000 2024,Keterlibatan masyarakat dalam mengawal proses pemilu menunjukkan komitmen bersama untuk menjaga demokrasi . Ganjar Pranowo hanya yang terbaik untuk rakyat @gustianagia #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/OkL7pWt688,PutriLesti6,Positif,Tweet ini menunjukkan dukungan terhadap keterlibatan masyarakat dalam menjaga demokrasi.
Mon Feb 12 23:07:07 +0000 2024,Saat kita terus bersama-sama dalam mendukung Ganjar-Mahfud kita memperkuat ikatan solidaritas dan kebersamaan. Bersama Ganjar kita sejahtera @novanandang #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/vQ8PklCMEV,NissaPutrix,Positif,Tweet ini menunjukkan dukungan terhadap solidaritas dan kebersamaan dalam mendukung Ganjar dan Mahfud.
Mon Feb 12 23:07:06 +0000 2024,Warga Semarang bersatu padu mendukung Ganjar - Mahfud di kampanye akbar mereka . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @medistorsi #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Q2ozSHgQbx,EndahSunit44,Positif,Tweet ini menunjukkan dukungan kuat dari warga Semarang untuk Ganjar dan Mahfud.
Mon Feb 12 23:06:56 +0000 2024,Bersama Ganjar - Mahfud kita bersatu dalam perbedaan. Ganjar Pranowo hanya yang terbaik untuk rakyat @damshrrs #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/1gQDMGUIm7,sinulihmaryam,Positif,Tweet ini menunjukkan dukungan terhadap persatuan dalam perbedaan yang diusung oleh Ganjar dan Mahfud.
Mon Feb 12 23:06:50 +0000 2024,Ganjar - Mahfud begitu memukau dalam hajatan rakyat di Semarang . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @tat_lie #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/d9RaTGTzMY,mfadlan33,Positif,Tweet ini menunjukkan kekaguman terhadap Ganjar dan Mahfud dalam hajatan rakyat di Semarang.
Mon Feb 12 23:06:46 +0000 2024,Ganjar - Mahfud pilihan bijak untuk Indonesia yang lebih sejahtera. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @afifmuzakky41 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/WCD66IIZCV,sheillaindaah,Positif,Tweet ini menunjukkan dukungan terhadap pilihan bijak Ganjar dan Mahfud untuk Indonesia.
Mon Feb 12 23:06:41 +0000 2024,Program Ganjar untuk disabilitas menggarisbawahi pentingnya keadilan sosial dalam pembangunan. Ganjar Pranowo hanya yang terbaik untuk rakyat @farhanpraw #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/1OGTNvxhXR,IrmaYantyii,Positif,Tweet ini menunjukkan dukungan terhadap program keadilan sosial yang diusung oleh Ganjar.
