Full Text,Label,Analisis,Alasan,
Ganjar menegaskan pentingnya menjaga netralitas dan independensi penyelenggara pemilu untuk mewujudkan pemilu yang bersih. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @ElfShibeewol #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap netralitas dan independensi pemilu.,Dukungan terhadap netralitas dan independensi menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dalam menjaga pemilu yang bersih.,
Kampanye Ganjar - Mahfud di Semarang tidak hanya meninggalkan jejak politik tapi juga jejak kebaikan di hati masyarakat. Ganjar Pranowo hanya yang terbaik untuk rakyat @paviyya #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dampak positif kampanye Ganjar-Mahfud.,Dampak positif kampanye menunjukkan sentimen positif karena tweet ini memuji jejak kebaikan yang ditinggalkan oleh kampanye Ganjar-Mahfud.,
Coblos Ganjar - Mahfud untuk keadilan dan kesejahteraan bagi semua. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @AfifMaruf_IM #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan untuk keadilan dan kesejahteraan.,Dukungan untuk keadilan dan kesejahteraan menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar-Mahfud dalam mencapai keadilan dan kesejahteraan.,
@ganjarpranowo Anak muda pasti pilih Ganjar Mahfud karna Ganjar Mahfud ini yang terbaik,Positif,Tweet ini menunjukkan dukungan dari anak muda untuk Ganjar-Mahfud.,Dukungan dari anak muda menunjukkan sentimen positif karena tweet ini menyatakan bahwa anak muda mendukung Ganjar-Mahfud.,
Janji Ganjar untuk duduk bersama penyandang disabilitas menciptakan harapan baru. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @goosefairmornng #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap penyandang disabilitas.,Dukungan terhadap penyandang disabilitas menunjukkan sentimen positif karena tweet ini memuji janji Ganjar untuk duduk bersama penyandang disabilitas.,
Ganjar Pranowo dan Prof Mahfud mengajak kita untuk menjadi penjaga keadilan dalam pemilihan. Bersama Ganjar kita sejahtera @hyubhyukkie #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan ajakan untuk menjaga keadilan dalam pemilihan.,Ajakan untuk menjaga keadilan menunjukkan sentimen positif karena tweet ini memuji ajakan Ganjar-Mahfud untuk menjaga keadilan.,
Usaha keras dan tanpa kenal lelah dari Mas Ganjar dan Prof Mahfud menginspirasi banyak orang untuk berpartisipasi aktif dalam demokrasi. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan inspirasi dari usaha keras Ganjar-Mahfud.,Inspirasi dari usaha keras menunjukkan sentimen positif karena tweet ini memuji usaha keras Ganjar-Mahfud yang menginspirasi banyak orang.,
Kebersamaan dalam Hajatan Rakyat Ganjar - Mahfud di Semarang memperkuat solidaritas di antara pendukung mereka. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @sislen_teh #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kebersamaan dan solidaritas.,Kebersamaan dan solidaritas menunjukkan sentimen positif karena tweet ini memuji kebersamaan dan solidaritas yang tercipta dari kampanye Ganjar-Mahfud.,
@ganjarpranowo Atas izin yg maha kuasa Ganjar Mahfud menang,Positif,Tweet ini menunjukkan harapan untuk kemenangan Ganjar-Mahfud.,Harapan untuk kemenangan menunjukkan sentimen positif karena tweet ini menyatakan harapan agar Ganjar-Mahfud menang.,
Capr3s Ganjar Pranowo diharapkan mampu meningkatkan daya saing ekonomi Indonesia di tingkat global. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @hiraaeths #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan harapan untuk peningkatan daya saing ekonomi.,Harapan untuk peningkatan daya saing ekonomi menunjukkan sentimen positif karena tweet ini memuji harapan Ganjar untuk meningkatkan daya saing ekonomi Indonesia.,
Komitmen Ganjar - Mahfud untuk menjaga demokrasi semakin dipercayai oleh masyarakat Semarang. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @nauvalsalsabil #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kepercayaan terhadap komitmen Ganjar-Mahfud.,Kepercayaan terhadap komitmen menunjukkan sentimen positif karena tweet ini memuji komitmen Ganjar-Mahfud untuk menjaga demokrasi.,
Dengan ajakan dari Ganjar dan Pak Mahfud masyarakat merasa memiliki peran penting dalam menjaga suara mereka. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @EtaaaaSaha #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat terhadap Ganjar dan Mahfud dengan menyatakan bahwa masyarakat merasa memiliki peran penting. Frasa “Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat” juga menekankan harapan positif.,Penggunaan kata-kata seperti “memiliki peran penting” dan “lebih sejahtera” menunjukkan sentimen positif yang jelas.,
Survei Asing Prediksi Hasil Pilpres Bukan Anies-Prabowo-Ganjar Tapi… https://t.co/dFFaazqWHb,Netral,Tweet ini hanya menyampaikan informasi tentang survei tanpa menunjukkan dukungan atau penolakan terhadap Ganjar.,Tidak ada kata-kata yang menunjukkan sentimen positif atau negatif secara eksplisit.,
Semarang terus bersinar dalam mendukung perjuangan Ganjar - Mahfud. Ganjar Pranowo terbukti lebih baik @onyourz_ou #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji Ganjar dan Mahfud dengan menyatakan bahwa Semarang mendukung mereka dan Ganjar terbukti lebih baik.,Frasa “terus bersinar” dan “terbukti lebih baik” menunjukkan dukungan dan sentimen positif.,
@TirtoID konsisten dukung pak Ganjar-Mahfud,Positif,Tweet ini menunjukkan dukungan yang konsisten terhadap Ganjar dan Mahfud.,Kata “konsisten dukung” jelas menunjukkan sentimen positif.,
@KEBUMENinLOVE @An4Julie @drReUtari08 @AditBandit234 @Abahpurwa1 @Abaaah @NusantaraLand @99propaganda @Ndons_Back @03__nakula @DarekaRendy @Ganjar_Mahfud03 Membagongkan ketika semua kubu dg bajer masing-masingnya mengklaim menang di luar negeri. Asli kayak liat orang onani. Besok kalo salah dua kalah gampang TERIAK CURANG,Negatif,"Tweet ini menggunakan bahasa yang kasar dan menyindir semua kubu, termasuk Ganjar-Mahfud, dengan menyebut mereka “onani” dan “teriak curang”.",Penggunaan kata-kata kasar dan sindiran menunjukkan sentimen negatif yang jelas.,
Jangan gentar…ada Ganjar…jangan takut ada Mahfud. Ganjar Mahfud Hebat #Coblos3,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar dan Mahfud.,Dukungan dan semangat menunjukkan sentimen positif karena tweet ini memberikan semangat kepada Ganjar dan Mahfud.,
Usaha untuk mengawal integritas pemilu menunjukkan dedikasi nyata terhadap nilai-nilai demokratik. Ganjar Pranowo hanya yang terbaik untuk rakyat #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dalam menjaga integritas pemilu dan nilai-nilai demokratik.,Dukungan terhadap integritas pemilu menunjukkan sentimen positif karena tweet ini memuji dedikasi Ganjar dalam menjaga nilai-nilai demokratik.,
Ganjar Pranowo dan Prof Mahfud mengajak masyarakat untuk bersama-sama melawan segala bentuk kecurangan pemilu. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap ajakan Ganjar dan Mahfud untuk melawan kecurangan pemilu.,Dukungan terhadap ajakan melawan kecurangan menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam melawan kecurangan pemilu.,
Ganjar - Mahfud mengajak semua pihak untuk menghindari tindakan yang dapat mengganggu proses pemilihan di TPS. Ganjar Pranowo terbukti mensejahterakan #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap ajakan Ganjar dan Mahfud untuk menjaga proses pemilihan yang bersih.,Dukungan terhadap ajakan menjaga pemilihan bersih menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam menjaga proses pemilihan yang bersih.,
Ganjar Pranowo sebagai calon presiden menunjukkan keberpihakan pada pengembangan ekonomi lokal. Ganjar Pranowo terbukti mensejahterakan #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap keberpihakan Ganjar pada pengembangan ekonomi lokal.,Dukungan terhadap pengembangan ekonomi lokal menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dalam mengembangkan ekonomi lokal.,
Ganjar - Mahfud semakin dikenal sebagai pilihan yang tepat bagi masyarakat Semarang lewat kampanye akbar mereka. Kesejahteraan berkali lipat Indonesia Hebat! #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat untuk Ganjar dan Mahfud serta memuji kampanye mereka.,Dukungan kuat dan pujian menunjukkan sentimen positif karena tweet ini memuji kampanye Ganjar dan Mahfud serta dukungan dari masyarakat Semarang.,
@qityqity126167 @Anvbhis @AslamMathar @KuntoAjiW Trus maksudnya apa? Biar pilih abah atau ganjar gitu? Aku pilih prabowo kamu terserah…,Netral,Tweet ini menunjukkan pilihan pribadi tanpa menunjukkan dukungan atau kritik yang jelas terhadap calon tertentu.,Pilihan pribadi menunjukkan sentimen netral karena tweet ini hanya menyatakan pilihan pribadi tanpa memberikan opini atau emosi yang jelas terhadap calon tertentu.,
Warga Semarang yakin Ganjar - Mahfud bukan hanya mencari kekuasaan tapi juga berkomitmen untuk mewujudkan perubahan yang nyata. Bersama Ganjar kita sejahtera #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap komitmen Ganjar dan Mahfud untuk mewujudkan perubahan yang nyata.,Dukungan terhadap komitmen menunjukkan sentimen positif karena tweet ini memuji komitmen Ganjar dan Mahfud untuk mewujudkan perubahan yang nyata.,
@ganjarpranowo Sat set Ganjar Mahfud menang,Positif,Tweet ini menunjukkan harapan untuk kemenangan Ganjar dan Mahfud.,Harapan untuk kemenangan menunjukkan sentimen positif karena tweet ini menyatakan harapan agar Ganjar dan Mahfud menang.,
Dengan semangat mengawal proses Ganjar Pranowo dan Prof Mahfud memastikan suara rakyat dihormati sepenuhnya. Ganjar Pranowo terbukti mensejahterakan #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam memastikan suara rakyat dihormati.,Dukungan terhadap upaya memastikan suara rakyat dihormati menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam menghormati suara rakyat.,
@ganjarpranowo Kereen nyanyi dan goyangnya tambah Heppy tabrak prof sehat selalu,Positif,Tweet ini menunjukkan dukungan dan pujian terhadap Ganjar dan Mahfud.,Dukungan dan pujian menunjukkan sentimen positif karena tweet ini memuji Ganjar dan Mahfud.,
Dulu Jokowi jadi pilihan sekarang semua mata tertuju pada Pak Ganjar. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dengan membandingkannya dengan Jokowi.,Dukungan dan perbandingan positif menunjukkan sentimen positif karena tweet ini memuji Ganjar dengan membandingkannya dengan Jokowi.,
@sofiesyarief Awalnya juga bingung…antara ganjar dan anies sama-sama punya plus minusnya lama banget mikirin ini tapi terus move on mulai ngeliat cawapresnya terus lihat tabrak profnya mahfud akhirnya mikir kayaknya harus 03 karena ada mahfud yang ngerti hukum jadi paling nggak negara bisa ditata lebih baik.,Positif,Tweet ini menunjukkan dukungan terhadap Ganjar dan Mahfud setelah mempertimbangkan berbagai faktor.,Dukungan setelah pertimbangan menunjukkan sentimen positif karena tweet ini memuji Mahfud yang dianggap memahami hukum.,
@GeiszChalifah Bener terpesona sama pak anies euyy. yuklah AMIN aja dulu. jika kalahpun setidaknya kita sudah berjuang untuk AMIN dan kita lanjutkan ke pak ganjar yah. Say no to nomor dua pokoknya.,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.,Dukungan terhadap dua calon menunjukkan sentimen netral karena tweet ini tidak menunjukkan dukungan eksklusif terhadap satu calon.,
Keterlibatan aktif Ganjar Pranowo dan Prof Mahfud membantu mengokohkan fondasi demokrasi yang kuat. Kesejahteraan berkali lipat Indonesia Hebat! #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam memperkuat demokrasi.,Dukungan terhadap upaya memperkuat demokrasi menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam memperkuat demokrasi.,
Pak Ganjar dan Pak Mahfud memastikan bahwa Semarang akan menjadi basis yang kuat bagi kemenangan mereka dalam Pilpres 2024. Ganjar Pranowo terbukti lebih baik @mashadieee #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan keyakinan bahwa Semarang akan menjadi basis kuat untuk kemenangan Ganjar dan Mahfud.,Keyakinan terhadap kemenangan menunjukkan sentimen positif karena tweet ini memuji Ganjar dan Mahfud serta keyakinan akan kemenangan mereka.,
Masyarakat membutuhkan pemimpin yang berkomitmen untuk mewujudkan perubahan dan Ganjar-Mahfud tampaknya memenuhi kriteria tersebut. Tiga Kali Lebih Sejahtera Indonesia Jaya! @hannapew #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap komitmen Ganjar dan Mahfud untuk mewujudkan perubahan.,Dukungan terhadap komitmen menunjukkan sentimen positif karena tweet ini memuji Ganjar dan Mahfud yang dianggap memenuhi kriteria pemimpin yang dibutuhkan masyarakat.,
Dukungan penuh dari Semarang membawa semangat baru bagi Ganjar - Mahfud dalam Pilpres 2024. Ganjar Pranowo hanya yang terbaik untuk rakyat @Supremacyoflaw1 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan penuh dari Semarang untuk Ganjar dan Mahfud.,Dukungan penuh menunjukkan sentimen positif karena tweet ini memuji dukungan dari Semarang yang membawa semangat baru bagi Ganjar dan Mahfud.,
Ganjar Pranowo sebagai calon presiden mempromosikan inovasi dan teknologi untuk mendukung pembangunan. Kesejahteraan berkali lipat Indonesia Hebat! @Cauuuuu14 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap promosi inovasi dan teknologi oleh Ganjar.,Dukungan terhadap inovasi dan teknologi menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dalam mempromosikan inovasi dan teknologi untuk pembangunan.,
@ganjarpranowo Sat set bersama Ganjar Mahfud mewujudkan cita cita anak bangsa,Positif,Tweet ini menunjukkan dukungan terhadap upaya Ganjar dan Mahfud dalam mewujudkan cita-cita bangsa.,Dukungan terhadap cita-cita bangsa menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dan Mahfud dalam mewujudkan cita-cita anak bangsa.,
@ganjarpranowo @ernestprakasa Makin yakin untuk mendukung pak ganjar pranowo oke gaspoll terus sampai menang,Positif,Tweet ini menunjukkan keyakinan dan dukungan untuk Ganjar.,Keyakinan dan dukungan menunjukkan sentimen positif karena tweet ini menyatakan keyakinan dan dukungan penuh untuk Ganjar.,
@Bananabreadcof1 @M45Broo Waduh ganjar menang sumua… Gile lu ndro… Nafsu amat menangnya,Netral,Tweet ini menunjukkan reaksi terhadap kemenangan Ganjar tanpa menunjukkan dukungan atau kritik yang jelas.,Reaksi terhadap kemenangan menunjukkan sentimen netral karena tweet ini hanya menyatakan reaksi tanpa memberikan opini atau emosi yang jelas terhadap kemenangan Ganjar.,
Kebesaran hati Ganjar - Mahfud disambut hangat di hajatan rakyat Semarang. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @onyouwr_mark #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap kebesaran hati Ganjar dan Mahfud.,Dukungan terhadap kebesaran hati menunjukkan sentimen positif karena tweet ini memuji kebesaran hati Ganjar dan Mahfud yang disambut hangat oleh rakyat Semarang.,
@ganjarpranowo Yakin Papua poll dukung pak Ganjar,Positif,Tweet ini menunjukkan keyakinan bahwa Papua akan mendukung Ganjar.,Keyakinan terhadap dukungan menunjukkan sentimen positif karena tweet ini menyatakan keyakinan bahwa Papua akan mendukung Ganjar.,
@WagimanDeep212_ Bentar lagi jadi gelandangan politik doa nya ga tulus orang pintar pilih Ganjar,Negatif,Tweet ini menunjukkan kritik terhadap lawan politik Ganjar.,Kritik terhadap lawan politik menunjukkan sentimen negatif karena tweet ini menyatakan bahwa lawan politik Ganjar akan menjadi gelandangan politik.,
@GeiszChalifah Tepat pilihan hati kita ke pak anies. InsyaAllah harapan kita akan terwujud. Namun apabila beliau kalah di putaran satu sebaiknya kita berikan harapan itu ke pak ganjar. jangan yg ono yahh.,Netral,Tweet ini menunjukkan dukungan terhadap Anies namun juga menyatakan kemungkinan mendukung Ganjar jika Anies kalah.,Dukungan terhadap dua calon menunjukkan sentimen netral karena tweet ini tidak menunjukkan dukungan eksklusif terhadap satu calon.,
@bnsphrxyzzz Pengen mati Sahid di lindes mobil kali,Negatif,Tweet ini menunjukkan keinginan yang ekstrem dan tidak relevan dengan konteks politik.,Keinginan ekstrem menunjukkan sentimen negatif karena tweet ini menyatakan keinginan yang tidak relevan dengan konteks politik.,
Anis-Cak Imin Jakarta… Prabowo Bogor Gibran Solo Ganjar Semarang prof mpur Semarang… . . Ya dan saya Ambon(maaf bukan caleg apalagi capres) Pemilu 2024: Ini Lokasi Nyoblos Anies-Muhaimin Prabowo-Gibran dan Ganjar-Mahfud https://t.co/7cp6Z2mz83,Netral,Tweet ini menunjukkan lokasi pemilihan untuk berbagai calon tanpa menunjukkan dukungan atau kritik yang jelas.,Informasi lokasi pemilihan menunjukkan sentimen netral karena tweet ini hanya memberikan informasi tanpa memberikan opini atau emosi yang jelas terhadap calon tertentu.,
Keterlibatan masyarakat dalam mengawal proses pemilu menunjukkan komitmen bersama untuk menjaga demokrasi. Ganjar Pranowo hanya yang terbaik untuk rakyat @gustianagia #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap keterlibatan masyarakat dalam menjaga demokrasi.,Dukungan terhadap keterlibatan masyarakat menunjukkan sentimen positif karena tweet ini memuji keterlibatan masyarakat dalam menjaga demokrasi.,
Saat kita terus bersama-sama dalam mendukung Ganjar-Mahfud kita memperkuat ikatan solidaritas dan kebersamaan. Bersama Ganjar kita sejahtera @novanandang #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap solidaritas dan kebersamaan dalam mendukung Ganjar dan Mahfud.,Dukungan terhadap solidaritas dan kebersamaan menunjukkan sentimen positif karena tweet ini memuji upaya bersama dalam mendukung Ganjar dan Mahfud.,
